FileName,Dataset,text,label2a,Starting,Ending
common_voice_en_559598,Common Voice,I thought about the difficulties in translation that might arise.,0,,
common_voice_en_18019331,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_1884585,Common Voice,Better be ignorant than obstinate,0,,
common_voice_en_20088807,Common Voice,"The team, later nicknamed Magnificent Seven, dominated the team competition.",0,,
common_voice_en_637029,Common Voice,Keep your shirt on.,0,,
common_voice_en_348423,Common Voice,A bully is always a coward.,1,,
common_voice_en_130257,Common Voice,He had to spit some tobacco out of his mouth.,0,,
common_voice_en_17284307,Common Voice,"Yours sincerely, Satan.",0,,
common_voice_en_18985537,Common Voice,"My philosophy was and is ""all politicians are liars, bums and cheats"".",1,,
common_voice_en_18722161,Common Voice,"In incompressible flow, all potential flow solutions are also solutions of the Euler equations.",0,,
common_voice_en_22206885,Common Voice,"This was once the residence of John Huntbach, the noted antiquary.",0,,
common_voice_en_17259878,Common Voice,How do you mean?,0,,
common_voice_en_18101083,Common Voice,Jerk that dart from the cork target.,0,,
common_voice_en_23617745,Common Voice,Their table was superlatively stupid.,1,,
common_voice_en_19429238,Common Voice,"Earlier, he was the director of Poverty and Social Policy Department.",0,,
common_voice_en_200028,Common Voice,The infidels had an evil look about them.,0,,
common_voice_en_20175161,Common Voice,Your friend will not take it amiss I hope.,0,,
common_voice_en_497030,Common Voice,Take me out of here!,0,,
common_voice_en_20921790,Common Voice,"Asking for Ria, Leonard is told that Ria is kissing Ben under the mistletoe.",0,,
common_voice_en_22025734,Common Voice,eight,0,,
common_voice_en_20024083,Common Voice,This is often in addition to all of the other corrections discussed above.,0,,
common_voice_en_496071,Common Voice,Doctor Clark arrived last week.,0,,
common_voice_en_95757,Common Voice,Don't you know that girl's very sick?,0,,
common_voice_en_92776,Common Voice,That damn mouse could sense my anger.,0,,
common_voice_en_141643,Common Voice,She couldn't decide which dress to wear.,0,,
common_voice_en_46297,Common Voice,My husband revealed he was homosexual.,0,,
common_voice_en_17999808,Common Voice,Her purse was full of useless trash.,1,,
common_voice_en_18870839,Common Voice,After his release in Mexico he signed with the Independent Camden Riversharks.,0,,
common_voice_en_189936,Common Voice,There will be no cock crow over that,0,,
common_voice_en_18156406,Common Voice,"Television can make you dumb, but it can also be good education.",0,,
common_voice_en_19890309,Common Voice,To progress through this game the player must establish sources of food and water.,0,,
common_voice_en_66243,Common Voice,And what kind of idiocy is this?,1,,
common_voice_en_19959521,Common Voice,The Most Valuable Player of the Tournament was Adam Creighton.,0,,
common_voice_en_514180,Common Voice,"We don't know what's in the confounded thing, do you? ",0,,
common_voice_en_606419,Common Voice,One man's meat is another man's poison.,0,,
common_voice_en_20969676,Common Voice,"The town's high school is somewhat famous for having the mascot ""Dots,"" Poca Dots.",0,,
common_voice_en_17367188,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_487558,Common Voice,I often wish you weren't such a stinker.,1,,
common_voice_en_21071410,Common Voice,"Recently, the portion between Jean, Nevada and Russell Road was given to Clark County.",0,,
common_voice_en_18467501,Common Voice,Come on! Don't be such a slowcoach!,1,,
common_voice_en_18424639,Common Voice,You yellow giant thing of the frost.,1,,
common_voice_en_17727970,Common Voice,Cut off one's nose to spite one's face.,0,,
common_voice_en_17253526,Common Voice,What else can I do?,0,,
common_voice_en_17246928,Common Voice,"The grim reaper is waiting for you, reckless driver!",1,,
common_voice_en_265205,Common Voice,Monkeys smile when they are scared.,0,,
common_voice_en_25464,Common Voice,"You'll live, and you'll learn that a man shouldn't be so stupid.",0,,
common_voice_en_17869082,Common Voice,He is a scoundrel.,1,,
common_voice_en_17851604,Common Voice,That is the question.,0,,
common_voice_en_18515661,Common Voice,"You're not the chump I took you for, Bertie.",0,,
common_voice_en_17357673,Common Voice,"Darling, we've run out of avocados!",0,,
common_voice_en_21975531,Common Voice,Construction of the church took decades.,0,,
common_voice_en_71459,Common Voice,The comparison to other works on different databases is still problematic.,0,,
common_voice_en_18104939,Common Voice,And for what purpose?,0,,
common_voice_en_617847,Common Voice,Betty was surprised.,0,,
common_voice_en_148897,Common Voice,"Then suddenly, they kneel and die.",0,,
common_voice_en_20325773,Common Voice,The area is part of the Liverpool City Council Ward of Mossley Hill.,0,,
common_voice_en_20114622,Common Voice,"This test is referred to as the ""means test"".",0,,
common_voice_en_123026,Common Voice,"""You shouldn't be here,"" the alchemist answered.",0,,
common_voice_en_23627851,Common Voice,"Pictured in human form, Nepri is often depicted as a child suckled by Renenutet.",0,,
common_voice_en_23611326,Common Voice,"It recounts humankind's further interaction with the Ramans, first introduced in ""Rendezvous with Rama"".",0,,
common_voice_en_18401181,Common Voice,"ÔÇÿOh, you foolish Alice!ÔÇÖ she answered herself.",1,,
common_voice_en_160497,Common Voice,I'll kill both of them!,1,,
common_voice_en_595368,Common Voice,Below is a letter which reached my desk this morning.,0,,
common_voice_en_629986,Common Voice,I decided to go ahead and make it available on GitHub.,0,,
common_voice_en_21596387,Common Voice,Stricklin signed with Pacific-Time Records.,0,,
common_voice_en_180682,Common Voice,He wasn't asking for help.,0,,
common_voice_en_50755,Common Voice,I accuse this man of being a faker!,1,,
common_voice_en_17250198,Common Voice,Do you think your boyfriend is cheating on you?,0,,
common_voice_en_585507,Common Voice,There were mountains in the distance.,0,,
common_voice_en_17792477,Common Voice,"I sucked at it, but it was much more fun than most normal chess games.",0,,
common_voice_en_573711,Common Voice,"""That's the man who knows all the secrets of the world,"" she said.",0,,
common_voice_en_119202,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_19106832,Common Voice,"But nothing seemed to work, and for several months sales were practically non-existent.",0,,
common_voice_en_21917608,Common Voice,ÔÇÿAre you a cricketer?ÔÇÖ inquired Mr. Wardle of the marksman.,0,,
common_voice_en_218678,Common Voice,"Jeez, you look stoned!",1,,
common_voice_en_400328,Common Voice,Her low self-esteem is pathetic.,1,,
common_voice_en_20163175,Common Voice,"Newell was born in Saint Albans, Hertfordshire, the son of amateur actors.",0,,
common_voice_en_23903912,Common Voice,This was used by some trains from the Oldham direction.,0,,
common_voice_en_491290,Common Voice,Why don't you shut up!,1,,
common_voice_en_69569,Common Voice,He's already got charge of the bank.,0,,
common_voice_en_18788909,Common Voice,"He is by no means stupid, and he refuses to be patronized.",0,,
common_voice_en_21690413,Common Voice,And he has very little Negroness.,1,,
common_voice_en_18657864,Common Voice,He is very likely at Marseille by now.,0,,
common_voice_en_18112063,Common Voice,"Jerk the cord, and out tumbles the gold.",0,,
common_voice_en_17266961,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_21387067,Common Voice,One of the biggest municipal dams are also being built at the moment.,0,,
common_voice_en_22298722,Common Voice,"""Bones"" is a slang term for dice.",0,,
common_voice_en_185236,Common Voice,What's the matter with you two?,0,,
common_voice_en_21372830,Common Voice,It is near Dunalley in the municipality of Sorell.,0,,
common_voice_en_20235761,Common Voice,Many of his films were top rated when they aired on cable television.,0,,
common_voice_en_18125550,Common Voice,Nobody ever received the Nobel prize for the invention of chewing tobacco.,0,,
common_voice_en_546193,Common Voice,"You'll live, and you'll learn that a man shouldn't be so stupid.",0,,
common_voice_en_18139399,Common Voice,The hell you say!,1,,
common_voice_en_17832948,Common Voice,Beggars can't be choosers.,0,,
common_voice_en_18411343,Common Voice,Looking the instrumental version of this song is really hard.,0,,
common_voice_en_14336,Common Voice,Two men clearing up wreckage.,0,,
common_voice_en_23698228,Common Voice,Ann screams for help and a butler rushes to her assistance.,0,,
common_voice_en_565836,Common Voice,Then you'll die in the midst of trying to realize your destiny.,0,,
common_voice_en_48451,Common Voice,You could save that poor devil's life.,1,,
common_voice_en_507539,Common Voice,I'd like to join but nobody asked me.,0,,
common_voice_en_23916076,Common Voice,"Meanwhile, a shark hunter chains some spare ribs to the side of a dock.",0,,
common_voice_en_8134,Common Voice,Hundreds of yelling people are swarming into the park like locusts!,1,,
common_voice_en_525203,Common Voice,I always have to sneeze after eating grapes.,0,,
common_voice_en_152963,Common Voice,The same book that taught me about Urim and Thummim.,0,,
common_voice_en_23403368,Common Voice,Lumbering was a considerable source of income for many inhabitants.,0,,
common_voice_en_23812061,Common Voice,"It contains nightmarish imagery, including dismemberment, deformed people and animals, and sexual fetishism.",0,,
common_voice_en_18420349,Common Voice,"Well, after that it's easy.",0,,
common_voice_en_209756,Common Voice,A man in a nun outfit has a cigarette in his mouth.,0,,
common_voice_en_147885,Common Voice,You've got the brain of a pancake.,1,,
common_voice_en_557017,Common Voice,He is a raging alcoholic.,1,,
common_voice_en_624683,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_19610700,Common Voice,"They did not call themselves ""Mozarabs"" either.",0,,
common_voice_en_631384,Common Voice,"Yours sincerely, satan.",0,,
common_voice_en_574975,Common Voice,I'm dying for what I believe.,0,,
common_voice_en_18530227,Common Voice,"And we like 'em all the better for it, don't we?",0,,
common_voice_en_18343870,Common Voice,His clothes are really outrageous. He's a one-off,1,,
common_voice_en_17344752,Common Voice,"Yours sincerely, Satan.",0,,
common_voice_en_19671418,Common Voice,"He then settled at Amsterdam, intending to practice medicine.",0,,
common_voice_en_17337877,Common Voice,"What do you expect from a pig, but a grunt?",0,,
common_voice_en_18618239,Common Voice,The hell you say it's all right!,1,,
common_voice_en_18137094,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_20218650,Common Voice,Ebisumaru is a fat man with a blue bandana and a love of food.,1,,
common_voice_en_18280103,Common Voice,Our aunt is visiting this weekend.,0,,
common_voice_en_17252358,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_21531749,Common Voice,"""On my honour,"" said the Voice, ""I will kill you.""",0,,
common_voice_en_18095388,Common Voice,The cat knows well whose lips she licks.,0,,
common_voice_en_18667008,Common Voice,You must be mad.,1,,
common_voice_en_19648681,Common Voice,One corner of the wall was protected by a semi-circular avant-corps.,0,,
common_voice_en_17874086,Common Voice,A toad and a frog are hard to tell apart.,0,,
common_voice_en_17912541,Common Voice,"I sucked at it, but it was much more fun than most normal chess games.",0,,
common_voice_en_54054,Common Voice,He had seen the shooting star and was persuaded that a meteorite lay somewhere nearby.,0,,
common_voice_en_623997,Common Voice,With that new haircut you look ridiculous.,1,,
